horizon,key,proxy,epsilon,mean_epsilon,min_epsilon,median_epsilon,q1_epsilon,q3_epsilon,proxy_time,simulate_time
1,0,4.288091659545898,0.7541451454162598,0.07754041366403754,0.0,0.0,0.0,0.10520386695861816,2.734375,4.71875
1,1,4.295985221862793,0.8526830673217765,0.0716668455696106,0.0,0.0,0.0,0.08585643768310547,0.46875,4.90625
1,2,4.29489278793335,0.7559323310852051,0.06927676201733675,0.0,0.0,0.0,0.07652010050686923,0.390625,4.984375
1,3,4.282325744628906,0.756593227386475,0.07146056708422573,0.0,0.0,0.0,0.10446047782897916,0.4375,4.703125
1,4,4.300112247467041,0.8782997131347656,0.07180956757285378,0.0,0.0,0.0,0.0780320167541502,0.484375,4.296875
1,5,4.291036128997803,0.7531790733337402,0.07638910748221658,0.0,0.0,0.0,0.11946725845336914,0.4375,4.796875
1,6,4.273355960845947,0.6886787414550779,0.06817974634690718,0.0,0.0,0.0,0.0964803695678711,0.421875,4.90625
1,7,4.277782440185547,0.7776994705200193,0.06637977934924039,0.0,0.0,0.0,0.09799554564736149,0.453125,4.8125
1,8,4.287966728210449,0.7575762271881101,0.07292886799899015,0.0,0.0,0.0,0.11010026931762659,0.40625,4.890625
1,9,4.327058792114258,0.9002976417541495,0.07735425035823475,0.0,0.0,0.0,0.10996194861151976,0.46875,4.40625
1,10,4.313448429107666,0.8021774291992185,0.07079607671737671,0.0,0.0,0.0,0.10259723663330078,0.390625,4.421875
2,0,4.7369489669799805,1.9067408752441413,0.5094951767281977,0.0,0.4909530377388007,0.2846269760059826,0.7084171211025091,0.828125,6.109375
2,1,4.745320796966553,1.939400253295898,0.55518368931948,0.0,0.5293719005584722,0.26917694421413774,0.8033580780029297,0.546875,6.828125
2,2,4.744088649749756,1.9292273712158199,0.5489939768301699,0.0,0.5236406326293948,0.26479565379689074,0.7795851794724329,0.5625,7.96875
2,3,4.731118202209473,1.7332225799560543,0.4783680486579915,0.0,0.4588913589053685,0.25558167402026777,0.6651912522315994,0.5625,5.671875
2,4,4.74970006942749,1.760704517364502,0.5666926324688165,0.0,0.5316019481362653,0.3129668521881106,0.7952767276763919,0.515625,5.078125
2,5,4.740042209625244,1.9066200256347656,0.5315340250633297,0.0,0.5120754241943359,0.28307485580444336,0.7596579922750157,0.53125,6.015625
2,6,4.721816062927246,1.6791950225830075,0.45925556858474065,0.0,0.4408288854644411,0.2375824401029391,0.6582021713256836,0.53125,6.296875
2,7,4.726390838623047,1.558409938812256,0.4512440028648945,0.0,0.4217567443847656,0.23978233337402344,0.631888920068741,0.515625,5.90625
2,8,4.736795425415039,1.6586427688598628,0.49233397545179053,0.0,0.4682002849023318,0.2621938389018901,0.7186841964721676,0.53125,5.640625
2,9,4.778435707092285,2.2507967185974103,0.5835921216286325,0.0,0.5349220357923702,0.3025498390197754,0.8122963905334475,0.5625,6.421875
2,10,4.764019966125488,2.081942081451416,0.5976027198377611,0.0,0.5659936499595647,0.346699883845246,0.8285361909866346,0.546875,6.03125
3,0,5.061995983123779,2.443728047370912,0.9786911133719656,0.0,0.9859495111648855,0.6975325872337872,1.276002898216248,0.84375,8.625
3,1,5.071498870849609,3.3653081207275393,1.0344824357881233,0.0,1.0420199502922378,0.735433527590535,1.3828620910644531,0.5625,9.328125
3,2,5.070033550262451,2.8662778682708723,1.0238632066962847,0.0,1.0475484464168552,0.788394785664067,1.3025730116367336,0.53125,10.25
3,3,5.055661201477051,2.547728885650633,0.8945081506547176,0.0,0.8917313599586484,0.6284004484227421,1.1761149625778198,0.53125,7.71875
3,4,5.076560974121094,2.8272640810012817,1.0551000340294123,0.0,1.0592218484878546,0.7341705853563701,1.370876117229462,0.53125,7.6875
3,5,5.065471649169922,2.630932613372803,1.0060490512293656,0.0,1.0256006468547163,0.7114537638425819,1.3302912387847907,0.546875,8.1875
3,6,5.045241355895996,2.4113763556480405,0.8558087012450638,0.0,0.902300153493881,0.6090019848912034,1.17737625694275,0.53125,9.484375
3,7,5.050351619720459,2.6427774591445927,0.8614131900946415,0.0,0.8722029933929449,0.5785350399331926,1.1730704121589675,0.578125,8.59375
3,8,5.061774730682373,2.508026458740236,0.9014410462921502,0.0,0.9185079813003544,0.6477080955505374,1.194693322564301,0.546875,8.15625
3,9,5.109676361083984,3.422574979782103,1.1491909664469497,0.0,1.103882844686507,0.8365193779468545,1.449118293046952,0.546875,9.21875
3,10,5.0930962562561035,3.5084485397338847,1.1606540456692132,0.0,1.142429366111755,0.893150319099427,1.431278247942164,0.546875,8.203125
4,0,5.349526405334473,3.172819066238402,1.3894203341575047,0.0,1.4454211013729112,1.0720525238051282,1.7635308818697932,0.859375,11.859375
4,1,5.360824108123779,4.67706812810898,1.5266438986873108,0.0,1.5582962528944022,1.1531625580549252,1.9571563753977579,0.578125,12.0
4,2,5.358999252319336,3.993485254287721,1.4823321849432476,0.0,1.4947136593580241,1.137320743632317,1.8984126039864797,0.5625,13.125
4,3,5.342365264892578,3.378691846656798,1.286750225426901,0.0,1.3100129336357114,0.99456732916832,1.628818850270083,0.546875,10.140625
4,4,5.367016792297363,3.4960076976299286,1.4922217856986704,0.0,1.500860705937816,1.1801317954651647,1.920196095108986,0.578125,9.390625
4,5,5.353605270385742,3.3358071880340585,1.4466192296077445,0.0,1.5181846081443355,1.1091730119943617,1.8991437708616257,0.578125,11.59375
4,6,5.330114841461182,3.0781537342071528,1.2150074922744418,0.0,1.3186507188796988,0.9114999397993085,1.628010132312775,0.5625,13.1875
4,7,5.33610725402832,3.5494552400588995,1.22633559785023,0.0,1.2888902782055287,0.9046158207654968,1.6598920069098475,0.515625,10.875
4,8,5.349185943603516,2.9706568937301645,1.2803149951216757,0.0,1.3449651265621179,1.0261035122491777,1.6302326189517975,0.625,10.390625
4,9,5.407283782958984,4.434865514564513,1.7474262275413524,0.0,1.7262606752634047,1.362364383792877,2.092146213042018,0.53125,11.546875
4,10,5.387125492095947,4.5311015167236315,1.7247300549859763,0.0,1.6992350668981204,1.3610479080557831,2.1044019491793255,0.578125,10.453125
5,0,5.62948751449585,3.883467302055357,1.7156271150738125,0.0,1.8226950810321731,1.4147948007251627,2.1491540251505383,0.921875,29.5625
5,1,5.643383979797363,5.472217492141725,2.0035926437952236,0.0,1.9627761930132825,1.568261179180152,2.428698207950591,1.140625,22.546875
5,2,5.641026020050049,4.75265084544182,1.977519977580645,0.0,2.0850071419262886,1.5059911422918146,2.541644996492863,0.546875,15.265625
5,3,5.621182441711426,3.9216501932334875,1.6714683675498185,0.0,1.7116627927684795,1.36280002693653,2.065181725938321,0.609375,11.890625
5,4,5.651291847229004,3.7631046272277806,1.8593349523605371,0.0,1.9152600001335136,1.5198111534118652,2.288872860431672,0.546875,12.296875
5,5,5.634427547454834,3.6842179901695236,1.8487268469434508,0.0,1.9930818368530283,1.5138424703784543,2.3357823947405816,0.53125,14.328125
5,6,5.606270790100098,3.8927988085937484,1.5260690460074875,0.0,1.6586266078305247,1.236609421379567,1.9938185985991725,0.578125,14.8125
5,7,5.61354923248291,3.950368758277893,1.5210590383211318,0.0,1.6022107002462076,1.198207913055421,2.0000257492065425,0.5625,13.828125
5,8,5.628950119018555,3.6586057508850076,1.6123195942130646,0.0,1.658045787205308,1.3520318559600495,1.9562067985534666,0.546875,13.1875
5,9,5.702242851257324,4.621825171767074,2.2975206978435176,0.0,2.262176309623719,1.835544178043245,2.800359906527996,0.5625,12.421875
5,10,5.676717758178711,4.751779588088989,2.2677016027369006,0.0,2.2692354497241984,1.876571852766105,2.728641483613252,0.734375,11.84375
6,0,5.918164253234863,4.7493941814804055,2.0317941211473407,0.0,2.0900522224044797,1.7533901423101435,2.4228450497834686,0.8125,16.421875
6,1,5.935705184936523,6.105810679325105,2.4620236263923525,0.0,2.358639089172364,1.8633289201403354,2.8768757036136385,0.53125,15.234375
6,2,5.93256950378418,5.420909404413225,2.3859578774734564,0.0,2.554864896277928,1.7954292318499068,3.056015993328095,0.5625,16.703125
6,3,5.9083662033081055,4.787495963294981,1.999911250609723,0.006423088465055571,1.9963127265821319,1.6396425433093864,2.43894699279046,0.5625,16.40625
6,4,5.946151256561279,4.680491706068037,2.216059097923679,0.061242366703984974,2.2827639294259567,1.7980928033360257,2.6308141124677653,0.578125,14.8125
6,5,5.924288749694824,4.700035952758787,2.227384987333806,0.0,2.355429393910679,1.9166581701308965,2.734077046015502,0.578125,17.140625
6,6,5.8897247314453125,4.8837174358520485,1.8685721556334782,0.0,1.945522305107116,1.5155800146822915,2.2749367957768185,0.53125,18.953125
