horizon,key,proxy,epsilon,mean_epsilon,min_epsilon,median_epsilon,q1_epsilon,q3_epsilon,proxy_time,simulate_time
1,2,11.40397834777832,4.65273229828054,0.6084900059522076,0.0,0.2844825002597968,0.05778788249006084,0.803457346321494,4.96875,2.734375
1,4,11.88787841796875,5.387442189261165,0.5687328352939027,0.0,0.2742875661108499,0.06180932484676305,0.8196306085378224,3.21875,2.875
1,6,13.785417556762695,6.889404034835864,0.6254415643827975,0.0,0.34000483873897736,0.03913953022667016,0.7728180699674687,3.671875,2.78125
1,8,14.978846549987793,9.15900949811077,0.6687863596576665,0.0,0.37658913124919025,0.06684164262518655,0.8518838726915696,3.625,2.921875
1,10,12.944539070129395,6.708541483797797,0.6165562318890374,0.0,0.31456126498724934,0.03251859233981369,0.8506669708483918,3.46875,2.5
1,12,12.015063285827637,5.197298780200185,0.6202957280438957,0.0,0.3575064343803547,0.06978726628022047,0.8861316926083589,3.4375,2.875
1,14,12.78442668914795,6.362051616376302,0.6307826872973472,0.0,0.3138157088251248,0.027127094212218594,0.8897937478926181,3.546875,2.734375
1,16,12.904229164123535,7.061425386507699,0.6091078063543216,0.0,0.34858501464410363,0.06394650916770317,0.7275428625079314,3.953125,2.84375
1,18,11.215713500976562,3.5556274411556057,0.600906155206465,0.0,0.33637311364418565,0.05057381291198082,0.7539903314137,3.578125,2.921875
1,20,13.247502326965332,7.347300252550344,0.6433721757304809,0.0,0.33381335024352055,0.049426483652110775,0.9699405285991136,4.28125,2.65625
1,22,11.631694793701172,5.631225690505133,0.6362381405180293,0.0,0.33696464772987467,0.0845593931944284,0.8784679829128903,3.46875,3.25
1,24,13.495779991149902,7.273790036611725,0.6592376517529865,0.0,0.3664145809056578,0.09297753662887187,0.8020626907451387,3.640625,2.78125
1,26,11.614616394042969,5.501456694763661,0.6433943803843983,0.0,0.38109840208942125,0.07433076944930417,0.8883946050517579,3.8125,2.796875
1,28,12.12989330291748,5.710331179071269,0.6122935549293325,0.0,0.2764638692100858,0.04083293320196857,0.8543184779536883,3.671875,2.6875
1,30,12.582478523254395,5.970295391513275,0.5998414630200826,0.0,0.4230147669096098,0.05855151568414385,0.7792992291789703,3.390625,2.859375
2,2,15.325307846069336,9.072429719970614,3.856418853834696,0.0,3.7028886039048157,2.2864903563651127,5.291795738662049,6.0,6.0
2,4,15.756175994873047,12.210700952536522,3.7376991182426273,0.0,3.3013201335192166,1.9981349905767969,5.345525133420505,5.109375,6.546875
2,6,17.17786979675293,14.89014675481069,4.5519699953601656,0.0,4.128886991534156,2.3858363416090373,6.014035667471315,5.40625,6.65625
2,8,18.088815689086914,16.490657231656584,4.605441248149089,0.0,3.500017196917014,2.3327258041443795,5.551015611004265,5.546875,7.375
2,10,15.559063911437988,14.146781812555098,4.616257502687476,0.0,4.051383072544491,2.0967049367626105,7.583986479014806,5.25,6.734375
2,12,14.560200691223145,10.822977333298265,3.5434055856564046,0.0,3.1537196542249184,1.9293125269251243,5.124561698182118,5.5625,6.1875
2,14,16.029802322387695,13.746489434096226,4.856764191295348,0.0,4.3229881083660375,2.8379877875117305,6.962002306581776,5.9375,7.34375
2,16,15.320459365844727,13.377384714024311,4.284263010932765,0.0,3.7575377326672452,2.554091356224501,5.4269908473199635,5.140625,6.390625
2,18,14.186015129089355,8.854280448647515,3.2869387070702194,0.0,3.3512419989522435,2.128305135216501,4.646458411927277,5.1875,5.78125
2,20,17.379667282104492,14.741192930088616,4.8110462977473,0.0,4.058971188780074,2.284320252494842,7.298746670103081,5.421875,8.109375
2,22,16.124706268310547,10.895774552647628,3.6246011548677837,0.10765658931330924,3.450193644480658,2.0886790955638057,4.488725220563481,5.96875,7.296875
2,24,16.338790893554688,15.976642437325765,4.108287113575486,0.0,3.2752100737898857,2.0225193607806506,5.160360007103364,7.125,7.453125
2,26,14.42996597290039,10.15722217825742,4.130358601890441,0.0,3.693728979333006,2.606468168113862,5.691273271019563,5.828125,7.65625
2,28,15.348999977111816,12.201583455475415,4.856446618265813,0.0,4.753603967102259,3.03366191960922,6.558612640390246,6.34375,7.671875
2,30,15.159883499145508,13.160826461714237,3.971074837289752,0.0,3.409176690553604,2.2014460008880974,5.38432559247608,5.546875,5.90625
3,2,19.7384090423584,16.28988895042543,7.491747627614902,0.0,7.7989927818510765,5.818333682106896,9.509649588317469,5.71875,15.203125
3,4,20.48444175720215,16.96344849853288,7.013825904402338,0.0,6.941650160748312,4.98843557062204,9.109125027768943,5.46875,13.984375
3,6,22.53459358215332,21.20212207968453,9.305256757261606,0.0,9.31975480980826,5.885735513550808,12.566080551200749,5.4375,20.078125
3,8,22.318296432495117,22.15656641337823,8.440384891048321,0.0,7.25574077180379,5.296773733675492,11.666154034126198,5.59375,20.8125
3,10,21.058530807495117,19.86589775873239,8.502084346939132,0.0,9.190021386602048,6.055099805944769,11.259180854554252,5.25,19.359375
3,12,20.388259887695312,16.560962943662595,7.334732481224919,0.0,7.5155040194199785,5.106884935480305,9.932698076441811,5.4375,14.203125
3,14,22.497228622436523,19.463532447243338,10.048077025192631,0.0,10.83014479348163,7.017161891415602,13.145612263428857,5.5625,19.53125
3,16,20.679563522338867,19.532889298104234,7.650015691585124,0.0,7.359564899209495,5.4510442862194495,9.654889131009162,5.28125,14.453125
3,18,18.866004943847656,14.783876580276864,6.290592102237249,0.0,6.5522515638596674,5.017132613400711,8.41864296254915,5.4375,12.46875
3,20,22.918548583984375,21.337339711865184,9.656878832818354,0.0,10.012330441525172,7.113399472838349,12.064438818909727,5.6875,18.515625
3,22,20.76593017578125,17.494109664802586,6.884954236237159,1.320895193016673,6.642852303146878,5.074753649034529,8.44699012724795,5.5625,14.015625
3,24,21.398893356323242,24.98956695151346,8.024459545302863,0.0,6.751849568249167,4.9775853433282515,10.74364110160289,5.4375,15.078125
3,26,20.25765609741211,17.27456587586635,7.797260439675547,0.0,8.24705373551457,5.986382031456646,9.855749459858941,5.359375,16.65625
3,28,21.059595108032227,20.534295260588227,9.469032256807546,0.0,9.558522513944464,6.741679307712918,12.436954472513083,5.484375,20.796875
3,30,20.81644058227539,18.904381392140724,8.041454990605207,0.0,8.498044744450764,4.951036405410246,11.03039373247563,5.015625,14.8125
4,2,26.068435668945312,24.160124052098716,11.293661118636447,0.0,11.46348715785486,9.137203661132567,14.09133438735525,5.21875,35.109375
4,4,26.701719284057617,24.18792127191462,10.851921215592055,0.0,11.12736294630249,8.179087182544503,14.04300903163633,6.078125,31.28125
4,6,29.118099212646484,28.601537794712335,14.394037456230315,0.0,15.410199443904865,10.119262608270436,18.730670043621114,5.625,59.71875
4,8,28.7349910736084,30.27420237430939,12.413972902779237,0.0,12.323559841221734,8.715947299253141,15.608980712897385,5.5625,58.484375
4,10,27.09812355041504,28.92337925213178,11.937638290295727,0.0,12.54477399806107,9.943113813316707,15.762101690890969,5.359375,51.125
4,12,26.620086669921875,23.61444391623346,11.510475384212947,0.0,12.266575936430728,9.557333769515935,14.336069168351093,5.109375,32.6875
4,14,28.7846736907959,27.485231383727474,14.90037736998569,0.0,15.772763910993113,13.09136724205439,17.75405489249204,5.296875,50.890625
4,16,27.492834091186523,25.862759220701506,11.677185897660092,0.0,11.885950792235281,9.168169989084376,14.374786835159043,5.078125,34.4375
4,18,25.341289520263672,22.03879395560629,9.698352920314516,0.0,10.23284898183529,8.195479806316444,12.404447379314977,5.0625,27.4375
4,20,29.113428115844727,27.26365488270114,14.061185787398978,0.0,13.978678915646693,11.989104623646677,15.87500506822204,5.453125,47.40625
4,22,26.952247619628906,26.14412760562641,10.500619754131073,2.4279878391251657,10.57935587996057,8.456466586801763,12.271919788733268,5.71875,32.765625
4,24,27.737953186035156,28.05555890413619,12.795850967992418,0.0,12.44055641407142,8.063600599628467,17.854577066199024,6.203125,35.5625
4,26,26.155454635620117,22.72034860850375,11.891963118654608,0.0,12.309528040634422,10.47294157272068,14.01856311397426,5.171875,39.59375
4,28,27.933216094970703,28.020644186096973,14.812292560044186,0.0,14.989903137081619,11.636453710236463,19.104647453760684,5.125,54.5
4,30,26.349281311035156,28.60628169002259,11.71963074901844,0.0,12.014188008373992,8.569496223574301,14.59498172092379,5.375,33.515625
5,2,32.44292449951172,34.73099562532365,15.346381175060072,0.0,15.83773147716825,12.979370339304047,18.738082168710104,4.90625,81.609375
5,4,33.17461013793945,32.680593798208044,14.518143507818804,0.0,14.781037923801515,11.258480521855194,18.36123374126021,5.6875,73.78125
5,6,35.788944244384766,36.35860147280379,19.17715922660113,0.0,20.793169808349436,15.892256660663769,22.640706791647666,5.0,151.65625
5,8,35.186710357666016,34.71777301859541,16.73975188749472,0.0,16.56285553294587,13.501594288639328,19.55075756480806,5.0,144.0625
5,10,34.133819580078125,33.9202700491837,15.377922348265153,0.0,16.868688718970652,13.19500243934336,19.17538413692686,5.59375,133.0625
5,12,32.53059768676758,29.816687046099194,15.40625388863873,0.0,15.783415576014777,13.171838028338062,18.685751861281624,5.078125,82.140625
5,14,34.90840530395508,33.0375471710839,19.43194541847408,0.0,20.029903670933642,17.30015862899541,22.560748493644354,5.96875,135.46875
5,16,33.35780715942383,31.472901340815955,15.981172177687924,0.0,16.162843187906777,13.50125736670936,19.508243680453354,5.53125,83.453125
5,18,31.616758346557617,28.230771078180467,13.263337937248124,0.0,13.902865594596094,11.350563197755484,16.57177071317607,5.84375,60.25
5,20,35.5328483581543,32.36240229771257,18.324326032734696,0.0,17.615134555680903,15.488981678275508,21.30428140147913,5.546875,115.921875
5,22,33.174278259277344,31.702809042365693,13.96726224714699,4.540309619539052,13.680008365267561,11.212951370168362,16.187457690567783,5.640625,74.65625
5,24,34.35493469238281,33.792273310099624,17.12232907841861,0.0,18.325998704933703,12.98401496789471,22.4006846710248,5.0,83.4375
5,26,32.482635498046875,27.852508489768418,15.649678517891505,0.0,15.853840453598572,13.817133257625732,18.320240685101815,5.453125,105.375
5,28,33.913490295410156,35.11479921748161,19.993714654024604,0.0,21.11355803219795,16.847962906203183,24.244595966465276,5.328125,142.828125
5,30,32.988685607910156,36.91872542198031,16.069830428864766,0.0,15.673685896563343,12.304082340994505,21.03137465693769,5.890625,78.609375
